location,lat,long,alt,year,bloom_date,bloom_doy,Date_doy_tavg,Date_doy_tmax,Date_doy_tmin,tavg_below_5,tavg_above_10,tavg_moving,tmin_moving,tmax_moving,prcp.-2,prcp.-1,prcp.0,prcp.1,prcp.2,tavg.-2,tavg.-1,tavg.0,tavg.1,tavg.2,tmax.-2,tmax.-1,tmax.0,tmax.1,tmax.2,tmin.-2,tmin.-1,tmin.0,tmin.1,tmin.2,long.y,long.x,slope,dg2_coef,intc,tavg.3,tmin.3,tmax.3
South Korea/Busan,35.10468,129.032,69.56,1990,1990-03-26,85,26,32,32,41,13.0,-4.2857,-55.1702,0.0,1.0,3.0,1.0,2.0,8.0,169.96774193548387,109.63333333333334,65.12903225806451,24.129032258064516,74.85714285714286,224.51612903225808,157.55463,115.61241096774194,71.35483870967742,110.35714285714286,120.72538387096773,67.0558976,20.944823225806452,-24.381260774193546,30.36656764285714,0.7767943614564012,-0.6297543330613469,1.3309617918313563,-0.056150863887025115,7.824945103206002,87.54545454545455,36.917429454545456,139.0909090909091
South Korea/Busan,35.10468,129.032,69.56,1991,1991-04-09,99,15,15,15,57,8.0,6.5714,-41.7433,58.9786,2.0,4.0,1.0,3.0,2.0,178.67741935483872,138.03333333333333,58.774193548387096,30.774193548387096,34.035714285714285,227.5058516129032,191.33742666666666,109.25806451612904,80.28064516129032,81.58452392857143,132.65174032258068,94.230623,12.399532,-15.664354032258066,-11.472130607142857,0.7767943614564012,-0.6297543330613469,0.16161995898838044,0.0437421269998401,40.18472317156526,77.45454545454545,34.450359090909096,124.36363636363636
South Korea/Busan,35.10468,129.032,69.56,1992,1992-03-31,91,51,9,52,43,15.0,0.0,-15.1863,0.0,1.0,4.0,11.0,7.0,6.0,170.2258064516129,110.53333333333333,75.61290322580645,49.67741935483871,50.62068965517241,223.55679354838708,162.51889,123.55053870967743,97.41230967741936,100.87786206896553,125.90477193548388,62.17680466666666,34.062439,3.7995021290322573,2.6073834482758618,0.7767943614564012,-0.6297543330613469,2.0293233082706745,-0.5219298245613894,-50.22406015037581,76.0,34.140665454545456,115.63636363636364
South Korea/Busan,35.10468,129.032,69.56,1993,1993-04-04,94,28,23,29,50,13.0,0.0,-32.7675,0.0,7.0,8.0,7.0,9.0,5.0,167.90322580645162,110.86666666666666,69.70967741935483,33.25806451612903,57.785714285714285,215.06451612903226,158.39666666666665,111.21326774193548,78.04142709677419,108.5,123.24193516129034,64.249375,25.134985838709675,-10.686398735483872,8.046473178571429,0.7767943614564012,-0.6297543330613469,0.523406825732407,-0.022774540641812308,31.14376321353068,67.18181818181819,14.849297363636365,116.36363636363636
South Korea/Busan,35.10468,129.032,69.56,1994,1994-04-05,95,30,31,30,58,7.0,0.0,-37.5407,0.0,2.0,9.0,5.0,4.0,2.0,165.03225806451613,121.9,49.774193548387096,40.03225806451613,51.035714285714285,215.49358709677418,162.0566666666667,98.86236451612903,87.4827958064516,104.96428571428571,120.93925129032257,78.02489033333335,3.124283548387098,-9.632524322580645,-1.1995354642857148,0.7767943614564012,-0.6297543330613469,0.8041811846689895,-0.008704568262140605,16.64459930313587,71.0909090909091,23.790549999999996,122.65289090909091
South Korea/Busan,35.10468,129.032,69.56,2016,2016-04-05,96,25,31,26,48,19.0,0.0,-41.9636,0.0,1.0,9.0,6.0,1.0,4.0,180.32258064516128,135.93333333333334,78.90322580645162,30.838709677419356,54.241379310344826,228.96774193548387,176.15884999999997,124.56791935483871,76.9655093548387,105.11058,135.1035612903226,96.10846203333335,33.32988616129032,-12.517907967741936,2.084384620689655,0.7767943614564012,-0.6297543330613469,1.435522664199814,-0.010179267232921596,-8.77428307123034,83.18181818181819,31.26159363636364,129.72727272727272
South Korea/Chuncheon,37.90256,127.7357,76.47,1980,1980-04-25,116,43,44,43,133,0.0,-86.3571,-147.9431,-28.5714,0.0,0.0,0.0,1.0,0.0,130.1290322580645,37.733333333333334,-7.129032258064516,-50.0,-37.689655172413794,216.3010741935484,101.33333333333333,48.881875161290324,3.5483870967741935,29.655172413793103,63.65652126425805,-21.515620266666666,-61.24574244838709,-106.80925364516129,-105.45879275862067,0.7908423475797709,-0.6120199190177693,4.483853311439515,-0.14264662540524864,-244.62342638204697,44.45454545454545,-32.78101545454546,120.73340909090908
South Korea/Chuncheon,37.90256,127.7357,76.47,1981,1981-04-11,101,8,8,8,128,0.0,-133.9286,-191.9222,-62.8571,0.0,0.0,1.0,0.0,0.0,108.64516129032258,57.7,-52.903225806451616,-106.45161290322581,-25.178571428571427,188.0170516129032,127.303672,7.914406774193546,-28.387096774193548,33.214285714285715,43.25576709677419,-1.6815909666666655,-113.14109774193548,-171.87499193548388,-90.03233357142857,0.7908423475797709,-0.6120199190177693,2.20612519201229,-0.006293911007025734,-130.4674539170508,16.272727272727273,-46.47160909090909,80.9090909090909
South Korea/Chuncheon,37.90256,127.7357,76.47,1982,1982-04-24,114,40,20,41,129,0.0,-63.6429,-129.1452,-2.5822,0.0,0.0,0.0,2.0,2.0,113.5473129032258,22.833333333333332,-21.580645161290324,-47.064516129032256,-8.178571428571429,181.66985483870968,89.54232966666665,44.96707612903226,11.269284193548387,64.93809642857143,46.016153838709684,-35.271505000000005,-80.33365451612902,-108.76660612903225,-75.96350467857143,0.7908423475797709,-0.6120199190177693,2.2528225806451623,-0.1552672160986963,-108.19556451612908,26.545454545454547,-36.54114545454545,88.63636363636364
South Korea/Chuncheon,37.90256,127.7357,76.47,1983,1983-04-17,107,22,22,52,125,0.0,-64.3571,-122.659,-11.4286,3.0,4.0,6.0,2.0,1.0,130.80645161290323,55.93333333333333,-24.0,-36.25806451612903,-28.392857142857142,218.8660193548387,118.03663666666667,24.170516774193548,19.387096774193548,30.741121071428573,61.1464455483871,-1.5475999999999983,-74.83175225806451,-93.1874764516129,-91.04482392857143,0.7908423475797709,-0.6120199190177693,0.9413265306122445,0.09291014278051625,-58.30102040816325,21.727272727272727,-32.53991545454546,80.56504272727273
South Korea/Chuncheon,37.90256,127.7357,76.47,1984,1984-04-25,116,29,29,29,135,0.0,-103.1429,-182.2893,-32.8316,3.0,1.0,4.0,3.0,2.0,123.90322580645162,44.06666666666667,-29.225806451612904,-81.25806451612904,-46.206896551724135,187.7853935483871,107.84208699999999,30.0,-18.656277096774193,21.20689655172414,66.52405774193548,-13.761150766666665,-89.88866370580644,-149.1175706451613,-115.98096620689657,0.7908423475797709,-0.6120199190177693,2.6277449153229053,-0.06322237036927875,-169.0971828322933,-13.454545454545455,-79.21923090909091,44.45151545454546
South Korea/Chuncheon,37.90256,127.7357,76.47,1985,1985-04-21,111,18,18,18,123,0.0,-91.2857,-161.4617,-19.5417,1.0,1.0,3.0,4.0,6.0,115.38709677419355,61.43333333333333,-18.741935483870968,-77.93548387096774,-8.607142857142858,193.56137741935484,123.931111,33.19299516129033,-6.807255999999999,44.714285714285715,47.924911677419374,2.7546602000000027,-70.36164827096775,-145.25041258064516,-64.82194221428571,0.7908423475797709,-0.6120199190177693,1.659490404773423,-0.038872029438067224,-94.18738913078532,13.818181818181818,-37.82668454545455,62.90909090909091
South Korea/Chuncheon,37.90256,127.7357,76.47,1986,1986-04-17,107,14,14,14,128,0.0,-109.7143,-178.623,-43.4286,3.0,4.0,3.0,2.0,2.0,135.6451612903226,42.2,-43.25806451612903,-77.6774193548387,-46.714285714285715,199.6451612903226,88.13333333333334,10.429242903225807,-11.274876129032258,17.571428571428573,80.49878741935483,-5.577823343333332,-101.23546677419355,-144.96425612903224,-112.02052714285716,0.7908423475797709,-0.6120199190177693,1.8034742027482493,0.06366928159354877,-110.74591651542646,25.181818181818183,-41.46194818181818,98.45454545454545
South Korea/Chuncheon,37.90256,127.7357,76.47,1987,1987-04-18,108,22,15,14,135,0.0,-63.4286,-133.1595,-2.364,3.0,4.0,2.0,5.0,3.0,112.7741935483871,32.266666666666666,3.935483870967742,-52.064516129032256,-10.357142857142858,172.0,91.13333333333334,49.01700451612903,7.96546770967742,41.09285714285714,57.070357096774195,-22.657537400000002,-41.4430983548387,-118.91526677419354,-61.60818071428571,0.7908423475797709,-0.6120199190177693,1.6482653061224495,-0.01871152716405707,-86.33040816326533,22.0,-35.59426363636363,79.19597272727273
South Korea/Chuncheon,37.90256,127.7357,76.47,1988,1988-04-21,112,42,42,41,124,0.0,-64.2857,-137.1929,0.0,2.0,5.0,0.0,2.0,2.0,132.4516129032258,54.4,-11.67741935483871,-34.61290322580645,-28.79310344827586,205.8709677419355,114.33333333333333,49.66029677419355,27.873219677419357,38.843848620689656,67.25681370967742,0.15454365666666708,-65.74293825806453,-97.16733151612904,-95.83546793103449,0.7908423475797709,-0.6120199190177693,1.4871921182266021,-0.23610890407331073,-93.00689655172421,-8.545454545454545,-65.84908454545455,50.0
South Korea/Chuncheon,37.90256,127.7357,76.47,1989,1989-04-14,104,39,39,38,109,6.0,-45.8571,-104.9504,0.0,1.0,1.0,3.0,8.0,2.0,121.61290322580645,27.433333333333334,-21.193548387096776,10.870967741935484,11.785714285714286,204.3021516129032,100.927174,37.898998483870955,48.20077806451612,68.63413321428571,51.463368387096786,-34.727914299999995,-77.76754012903226,-62.605625064516126,-51.47105821428572,0.7908423475797709,-0.6120199190177693,1.723607038123168,-0.17926298085216696,-58.6865835777127,50.72727272727273,-25.04365827272727,94.09720636363636
South Korea/Chuncheon,37.90256,127.7357,76.47,1990,1990-04-12,102,27,32,28,121,0.0,-77.0,-140.4263,-19.8571,3.0,5.0,3.0,5.0,7.0,113.16129032258064,49.53333333333333,0.6129032258064516,-47.45161290322581,12.607142857142858,183.62812580645164,110.07352999999999,54.21053258064516,2.096774193548387,55.892857142857146,50.27760870967742,-1.2801646666666684,-52.02775870967743,-104.22129548387099,-35.61644189285714,0.7908423475797709,-0.6120199190177693,1.9290345313601118,-0.04479250106145846,-77.5809020436927,42.45454545454545,-25.717115545454543,109.64832454545454
South Korea/Chuncheon,37.90256,127.7357,76.47,1991,1991-04-18,108,8,8,8,115,0.0,-83.6429,-141.5175,-27.7143,0.0,4.0,5.0,4.0,4.0,125.38709677419355,77.43333333333334,-16.322580645161292,-53.32258064516129,-25.571428571428573,204.3107516129032,126.36258,33.08655935483871,7.2463245161290315,27.214285714285715,63.87825419354839,23.595926129999995,-66.03552612903225,-110.06989903225805,-81.14442785714286,0.7908423475797709,-0.6120199190177693,1.2019009216589869,0.005065565053666572,-71.96937403993861,22.454545454545453,-29.587757727272727,77.27272727272727
South Korea/Chuncheon,37.90256,127.7357,76.47,1992,1992-04-09,100,23,24,28,117,0.0,-36.0714,-94.0189,0.0,1.0,3.0,10.0,7.0,8.0,114.90322580645162,43.9,3.903225806451613,-22.516129032258064,-9.448275862068966,187.43783548387097,107.482047,50.46357870967742,24.008114193548387,46.88919965517242,48.73014896774195,-16.85744426666667,-43.89216937096774,-71.2279929032258,-71.74209344827587,0.7908423475797709,-0.6120199190177693,1.483933999131568,0.05944089939398545,-69.83626429295123,37.18181818181818,-13.623878272727273,83.54545454545455
South Korea/Chuncheon,37.90256,127.7357,76.47,1993,1993-04-02,92,29,23,30,126,0.0,-61.3571,-112.6532,-2.1514,10.0,9.0,12.0,4.0,6.0,118.7741935483871,43.13333333333333,-11.35483870967742,-36.41935483870968,-1.1785714285714286,184.63763548387098,100.29245999999999,35.00799580645161,17.001305161290325,57.24129464285714,65.74363677419355,-9.624410466666665,-56.76770322580645,-85.70705677419356,-57.61334357142857,0.7908423475797709,-0.6120199190177693,0.8547119358236771,0.031177486722013,-38.689193204224395,23.90909090909091,-39.49305636363636,83.27272727272727
South Korea/Chuncheon,37.90256,127.7357,76.47,1994,1994-04-11,101,30,30,31,122,0.0,-49.9286,-109.7477,0.0,1.0,8.0,9.0,6.0,2.0,110.80645161290323,71.76666666666667,-16.70967741935484,-26.677419354838708,-14.928571428571429,190.32150322580645,117.53034266666667,32.725010000000005,27.118163451612904,57.71468357142857,37.571349548387104,21.999012666666673,-64.70743451612904,-82.63559129032258,-78.19029964285713,0.7908423475797709,-0.6120199190177693,1.6106271777003494,0.04898150629857938,-83.94599303135902,26.90909090909091,-40.539958727272726,82.26834909090908
South Korea/Chuncheon,37.90256,127.7357,76.47,2011,2011-04-02,92,28,28,20,133,0.0,-105.1429,-173.3162,-28.8571,0.0,5.0,5.0,2.0,3.0,126.29032258064517,41.766666666666666,-33.12903225806452,-94.54838709677419,-4.821428571428571,193.80645161290323,107.6,21.28579387096774,-19.781585096774194,69.46428571428571,69.21256129032257,-19.406313133333335,-89.49299709677418,-162.69959032258066,-69.6355257142857,0.7908423475797709,-0.6120199190177693,2.1034430685593466,-0.10582488035692694,-114.67336152219872,3.3636363636363638,-57.02992272727273,65.72727272727273
South Korea/Chuncheon,37.90256,127.7357,76.47,2012,2012-04-18,109,35,5,42,123,0.0,-84.8571,-152.6547,-13.4286,5.0,9.0,3.0,3.0,1.0,117.54838709677419,81.53333333333333,-30.483870967741936,-52.32258064516129,-37.275862068965516,186.25806451612902,135.490775,21.806451612903224,13.558064516129033,34.310344827586206,57.00956574193548,28.058672000000005,-83.8883163548387,-112.02616303225805,-112.50626482758622,0.7908423475797709,-0.6120199190177693,3.050836550836551,-0.007726988377142861,-169.80780780780785,35.18181818181818,-21.74130272727273,89.36363636363636
South Korea/Chuncheon,37.90256,127.7357,76.47,2014,2014-04-04,94,22,-9,22,118,0.0,-49.4286,-106.5981,0.0,2.0,7.0,5.0,3.0,4.0,137.38709677419354,44.6,-24.70967741935484,-23.096774193548388,4.857142857142857,205.29032258064515,98.85521666666666,27.465591290322582,32.95572096774193,63.957878214285714,79.79648322580645,-10.366424133333338,-76.62319406451613,-81.66509548387097,-48.34838328571427,0.7908423475797709,-0.6120199190177693,1.0634693877551016,-0.004490306761002365,-42.654285714285706,22.09090909090909,-48.56846909090909,86.72727272727273
South Korea/Chuncheon,37.90256,127.7357,76.47,2015,2015-04-01,91,-2,-8,-4,112,0.0,-69.5,-136.1989,-6.5631,4.0,4.0,6.0,5.0,4.0,132.16129032258064,66.6,-52.54838709677419,-27.161290322580644,-1.8928571428571428,198.19354838709677,126.33333333333333,7.10052064516129,28.038437096774192,54.964285714285715,74.09439548387097,8.35687551,-113.15032645161291,-84.92116870967742,-60.54582275,0.7908423475797709,-0.6120199190177693,0.8612242379365669,0.0012996403696770259,-40.73367888436382,11.181818181818182,-54.631882727272725,74.27272727272727
South Korea/Chuncheon,37.90256,127.7357,76.47,2016,2016-04-07,98,26,26,26,110,0.0,-79.1429,-142.1573,-22.9297,6.0,9.0,6.0,0.0,4.0,135.51612903225808,79.23333333333333,-0.5483870967741935,-47.61290322580645,-13.0,205.96774193548387,121.33544866666666,48.26008967741935,10.612390322580646,49.56445206896552,70.92421419354838,37.539925833333335,-49.949566129032256,-107.16858032258064,-75.54425896551723,0.7908423475797709,-0.6120199190177693,1.7175230566534905,0.005761637196785704,-85.70777338603422,28.09090909090909,-32.21697818181818,84.33333636363636
South Korea/Incheon,37.47772,126.6249,68.99,1980,1980-04-27,118,43,43,43,123,1.0,-75.8571,-108.1429,-37.5714,1.0,5.0,4.0,8.0,5.0,156.5483870967742,58.6,18.93548387096774,-34.61290322580645,-27.448275862068964,212.25806451612902,108.53333333333333,59.096774193548384,5.064516129032258,11.758620689655173,112.38709677419355,22.466666666666665,-12.96774193548387,-68.12903225806451,-64.79310344827586,0.802558287816825,-0.5965737126764188,3.967706622879033,-0.1697823249547411,-207.81828133552258,46.63636363636363,9.727272727272727,100.0
South Korea/Incheon,37.47772,126.6249,68.99,1981,1981-04-02,92,7,8,8,111,0.0,-79.7857,-112.2143,-45.6429,4.0,4.0,6.0,4.0,4.0,129.29032258064515,86.73333333333333,-30.225806451612904,-62.54838709677419,-14.642857142857142,178.51612903225808,128.3,6.451612903225806,-26.032258064516128,19.785714285714285,88.3225806451613,50.86666666666667,-65.09677419354838,-96.51612903225806,-45.642857142857146,0.802558287816825,-0.5965737126764188,1.2894459706959704,0.002228114627308212,-74.62804487179487,17.90909090909091,-18.545454545454547,62.81818181818182
South Korea/Incheon,37.47772,126.6249,68.99,1982,1982-04-21,111,40,40,20,123,0.0,-48.2143,-85.5714,-11.5,9.0,6.0,3.0,3.0,1.0,134.7741935483871,37.233333333333334,3.5806451612903225,-33.61290322580645,2.642857142857143,174.74193548387098,74.46666666666667,42.064516129032256,5.645161290322581,44.857142857142854,98.29032258064517,3.2333333333333334,-29.612903225806452,-68.16129032258064,-32.607142857142854,0.802558287816825,-0.5965737126764188,1.5439516129032262,-0.1088393669734057,-61.27217741935485,30.818181818181817,-2.3636363636363638,67.9090909090909
South Korea/Incheon,37.47772,126.6249,68.99,1983,1983-04-12,102,21,52,22,113,0.0,-47.2143,-78.7143,-10.7857,3.0,11.0,12.0,3.0,4.0,158.03225806451613,79.73333333333333,4.67741935483871,-16.612903225806452,-19.035714285714285,209.61290322580646,124.53333333333333,40.12903225806452,22.70967741935484,18.535714285714285,116.12903225806451,44.86666666666667,-26.129032258064516,-48.61290322580645,-50.535714285714285,0.802558287816825,-0.5965737126764188,0.587515006002401,0.0826646043032595,-31.31193277310925,27.181818181818183,1.0909090909090908,66.27272727272727
South Korea/Incheon,37.47772,126.6249,68.99,1985,1985-04-26,116,17,17,18,113,0.0,-66.7143,-104.1429,-23.3571,6.0,4.0,8.0,5.0,6.0,142.1290322580645,82.56666666666666,-6.548387096774194,-53.0,-3.3214285714285716,189.80645161290323,124.73333333333333,29.806451612903224,-13.612903225806452,34.642857142857146,101.16129032258064,49.6,-35.38709677419355,-89.64516129032258,-34.25,0.802558287816825,-0.5965737126764188,0.8137221269296733,-0.03125464682068461,-50.137653262181544,3.0,-22.545454545454547,38.54545454545455
South Korea/Incheon,37.47772,126.6249,68.99,1986,1986-04-27,117,13,13,14,121,0.0,-82.4286,-115.3571,-44.5,6.0,14.0,6.0,1.0,3.0,149.61290322580646,61.56666666666667,-31.838709677419356,-49.96774193548387,-30.571428571428573,192.41935483870967,98.63333333333334,4.32258064516129,-13.03225806451613,3.9642857142857144,112.96774193548387,30.9,-63.41935483870968,-82.61290322580645,-62.92857142857143,0.802558287816825,-0.5965737126764188,1.0027377034052103,0.06039316584857818,-60.09637331200588,26.454545454545453,-10.818181818181818,69.72727272727273
South Korea/Incheon,37.47772,126.6249,68.99,1987,1987-04-22,112,14,14,14,119,0.0,-38.0714,-75.3571,-1.7143,7.0,8.0,7.0,6.0,4.0,128.41935483870967,58.43333333333333,21.483870967741936,-28.258064516129032,-2.5,168.74193548387098,94.13333333333334,53.83870967741935,8.387096774193548,31.035714285714285,95.48387096774194,22.9,-8.67741935483871,-62.774193548387096,-35.642857142857146,0.802558287816825,-0.5965737126764188,0.6816178376976925,0.004556780080481332,-33.22444041137326,17.545454545454547,-14.727272727272727,50.18181818181818
South Korea/Incheon,37.47772,126.6249,68.99,1988,1988-04-22,113,42,50,35,107,0.0,-40.9286,-76.6429,-4.7143,6.0,10.0,2.0,3.0,2.0,155.19354838709677,74.96666666666667,14.064516129032258,-17.06451612903226,-14.793103448275861,196.8709677419355,115.03333333333333,48.645161290322584,17.451612903225808,27.96551724137931,117.19354838709677,40.1,-19.096774193548388,-50.41935483870968,-50.724137931034484,0.802558287816825,-0.5965737126764188,1.4339901477832524,-0.14728004661263996,-79.82068965517249,2.5454545454545454,-34.27272727272727,34.0
South Korea/Incheon,37.47772,126.6249,68.99,1989,1989-04-13,103,37,36,5,100,1.0,-18.0714,-49.2857,0.0,1.0,4.0,4.0,12.0,5.0,149.83870967741936,60.36666666666667,6.612903225806452,6.096774193548387,22.785714285714285,196.25806451612902,104.23333333333333,44.096774193548384,34.16129032258065,61.42857142857143,108.6774193548387,24.8,-29.419354838709676,-20.225806451612904,-9.071428571428571,0.802558287816825,-0.5965737126764188,0.38731856378915164,-0.05954768270944765,11.66080977845687,32.90909090909091,5.909090909090909,59.54545454545455
South Korea/Incheon,37.47772,126.6249,68.99,1990,1990-04-18,108,27,26,28,95,1.0,-59.0714,-95.7143,-21.2857,6.0,7.0,3.0,12.0,7.0,137.16129032258064,74.56666666666666,17.967741935483872,-28.903225806451612,23.214285714285715,185.83870967741936,112.9,51.61290322580645,1.8064516129032258,53.607142857142854,94.7741935483871,42.0,-16.161290322580644,-61.0,-8.357142857142858,0.802558287816825,-0.5965737126764188,1.883650458069062,-0.04509014746628406,-63.83431994362226,55.18181818181818,19.09090909090909,93.63636363636364
South Korea/Incheon,37.47772,126.6249,68.99,1991,1991-04-13,103,8,15,8,105,2.0,-50.2143,-85.1429,-14.1429,1.0,6.0,4.0,7.0,8.0,152.32258064516128,99.76666666666667,12.387096774193548,-23.419354838709676,-6.785714285714286,205.93548387096774,139.86666666666667,49.38709677419355,14.32258064516129,29.214285714285715,108.93548387096774,62.43333333333333,-22.580645161290324,-58.29032258064516,-41.892857142857146,0.802558287816825,-0.5965737126764188,0.5226094470046083,-0.005586940161900506,-24.715101766513058,23.363636363636363,-8.818181818181818,62.54545454545455
South Korea/Incheon,37.47772,126.6249,68.99,1992,1992-04-07,98,26,26,51,96,2.0,-14.3571,-47.2143,0.0,4.0,4.0,8.0,6.0,7.0,140.16129032258064,64.86666666666666,21.548387096774192,-3.838709677419355,8.068965517241379,192.29032258064515,107.56666666666666,58.87096774193548,33.03225806451613,46.58620689655172,96.29032258064517,26.133333333333333,-11.193548387096774,-33.935483870967744,-28.896551724137932,0.802558287816825,-0.5965737126764188,1.7289855072463765,0.0669514889444756,-66.43574879227053,52.63636363636363,21.90909090909091,94.36363636363636
South Korea/Incheon,37.47772,126.6249,68.99,1993,1993-04-25,115,28,23,29,112,2.0,-39.7857,-70.8571,-1.9286,9.0,8.0,9.0,2.0,6.0,139.74193548387098,65.83333333333333,15.903225806451612,-21.451612903225808,5.785714285714286,188.67741935483872,111.43333333333334,51.903225806451616,14.870967741935484,45.785714285714285,99.7741935483871,27.133333333333333,-17.870967741935484,-54.16129032258065,-27.535714285714285,0.802558287816825,-0.5965737126764188,0.8136514648142551,0.008682563418808294,-30.31078224101478,30.0,2.4545454545454546,68.0909090909091
South Korea/Incheon,37.47772,126.6249,68.99,1994,1994-04-16,106,30,30,30,122,0.0,-39.9286,-75.7857,-2.6429,3.0,12.0,4.0,4.0,3.0,134.74193548387098,83.76666666666667,0.6129032258064516,-8.838709677419354,1.5357142857142858,186.90322580645162,120.66666666666667,37.41935483870968,27.548387096774192,47.92857142857143,87.16129032258064,55.333333333333336,-31.483870967741936,-45.354838709677416,-33.57142857142857,0.802558287816825,-0.5965737126764188,1.222299651567944,0.01883029052626335,-51.79790940766556,31.0,-7.818181818181818,69.81818181818181
South Korea/Incheon,37.47772,126.6249,68.99,2015,2015-04-11,101,-13,-13,-9,105,0.0,-31.7857,-82.8192,0.0,5.0,7.0,10.0,3.0,4.0,158.70967741935485,90.6,-22.0,-7.774193548387097,12.571428571428571,200.3548387096774,127.06666666666666,16.166314806451613,27.806451612903224,50.35810214285714,112.6141993548387,49.126362666666665,-68.44933903225808,-48.55466951612904,-29.652667000000005,0.802558287816825,-0.5965737126764188,0.5074820289561607,3.58349847192923e-05,-12.891809253822004,15.727272727272727,-26.708993636363633,56.81818181818182
South Korea/Incheon,37.47772,126.6249,68.99,2016,2016-04-11,102,31,32,31,92,3.0,-53.9286,-95.1573,-18.0595,5.0,11.0,4.0,2.0,5.0,158.51612903225808,93.73333333333333,23.451612903225808,-22.774193548387096,9.448275862068966,197.83870967741936,124.46415433333333,58.536376129032256,12.134400322580644,45.62068965517241,114.77094483870967,56.55257139999999,-17.333619580645163,-61.492943548387096,-33.42194293103448,0.802558287816825,-0.5965737126764188,1.5085365853658543,-0.05290489356599739,-57.50609756097562,44.36363636363637,2.2333390909090913,78.36363636363636
South Korea/Mokpo,34.81689,126.3812,38.0,1980,1980-04-15,106,43,43,43,85,3.0,-23.9286,-50.4286,15.1429,0.0,7.0,5.0,9.0,8.0,172.5483870967742,92.6,53.096774193548384,16.93548387096774,9.137931034482758,236.03225806451613,148.26666666666668,104.29032258064517,60.354838709677416,56.0,131.1290322580645,54.6,17.225806451612904,-14.709677419354838,-25.413793103448278,0.8050884677555826,-0.5931547513819375,2.9644225506294446,-0.10753231442886717,-127.84701696770648,61.90909090909091,27.636363636363637,111.45454545454545
South Korea/Mokpo,34.81689,126.3812,38.0,1981,1981-04-12,102,8,8,8,86,0.0,-17.6429,-40.2143,21.9286,9.0,8.0,13.0,8.0,7.0,153.70967741935485,111.0,25.225806451612904,-5.612903225806452,18.464285714285715,201.51612903225808,166.56666666666666,67.93548387096774,37.41935483870968,63.607142857142854,118.64516129032258,72.86666666666666,-3.5161290322580645,-31.483870967741936,-12.535714285714286,0.8050884677555826,-0.5931547513819375,0.699020737327189,0.005810853609637344,-12.118951612903231,44.54545454545455,3.272727272727273,101.18181818181819
South Korea/Mokpo,34.81689,126.3812,38.0,1982,1982-04-01,91,40,40,40,88,0.0,-12.1429,-35.6429,30.2143,12.0,4.0,4.0,9.0,4.0,149.70967741935485,68.66666666666667,35.87096774193548,8.387096774193548,24.821428571428573,200.61290322580646,116.4,90.64516129032258,55.96774193548387,84.39285714285714,115.96774193548387,36.666666666666664,-1.1935483870967742,-24.677419354838708,-6.107142857142857,0.8050884677555826,-0.5931547513819375,1.6883064516129043,-0.06280336737789526,-49.405241935483915,53.72727272727273,15.636363636363637,107.36363636363636
South Korea/Mokpo,34.81689,126.3812,38.0,1983,1983-04-16,106,53,22,53,81,0.0,-2.4286,-40.1429,0.0,5.0,10.0,9.0,10.0,10.0,174.83870967741936,113.36666666666666,42.193548387096776,19.70967741935484,16.678571428571427,232.25806451612902,157.3,91.74193548387096,69.29032258064517,67.39285714285714,134.09677419354838,80.93333333333334,7.516129032258065,-15.741935483870968,-17.25,0.8050884677555826,-0.5931547513819375,3.203302373581009,-0.14809081527347903,-155.44754041967644,54.27272727272727,19.454545454545453,103.72727272727273
South Korea/Mokpo,34.81689,126.3812,38.0,1984,1984-04-18,109,38,38,39,98,1.0,-28.7857,-62.2857,0.0,5.0,5.0,11.0,6.0,11.0,165.38709677419354,100.53333333333333,34.58064516129032,-5.129032258064516,-1.5517241379310345,221.29032258064515,151.43333333333334,84.6774193548387,46.354838709677416,47.58620689655172,129.7741935483871,65.0,1.0,-35.774193548387096,-34.51724137931034,0.8050884677555826,-0.5931547513819375,1.3890374331550805,-0.08416915153158012,-64.64438502673794,20.0,-18.09090909090909,68.81818181818181
South Korea/Mokpo,34.81689,126.3812,38.0,1985,1985-04-17,107,4,4,18,88,1.0,-10.7857,-45.5,0.0,6.0,5.0,10.0,6.0,12.0,159.58064516129033,108.23333333333333,34.61290322580645,-2.225806451612903,26.821428571428573,221.25806451612902,171.4,79.70967741935483,49.354838709677416,70.60714285714286,115.3225806451613,63.666666666666664,5.096774193548387,-37.41935483870968,-3.607142857142857,0.8050884677555826,-0.5931547513819375,0.5769414957299066,-0.015219673634759366,-6.899074147976699,31.181818181818183,2.090909090909091,77.0
South Korea/Mokpo,34.81689,126.3812,38.0,1986,1986-04-19,109,14,13,14,94,0.0,-19.0,-54.5714,0.0,9.0,12.0,13.0,11.0,8.0,165.4516129032258,96.03333333333333,16.774193548387096,0.5806451612903226,4.892857142857143,211.06451612903226,142.6,67.7741935483871,53.354838709677416,56.857142857142854,131.96774193548387,61.766666666666666,-17.06451612903226,-32.225806451612904,-26.928571428571427,0.8050884677555826,-0.5931547513819375,0.6298936997666581,0.060368097865406325,-8.455535390199646,53.81818181818182,11.545454545454545,112.36363636363636
